id,duid,affiliation
1863,1283294,student@duke.edu
1864,0751965,student@duke.edu
1865,0933040,staff@duke.edu
1866,1278544,student@duke.edu
1867,1043285,student@duke.edu
1868,1097033,student@duke.edu
1869,0308207,faculty@duke.edu
1870,1280867,student@duke.edu
1871,1087077,alumni@duke.edu
1872,1112413,student@duke.edu
1873,0934614,student@duke.edu
1874,0277045,faculty@duke.edu
1875,1262493,student@duke.edu
1876,1116369,student@duke.edu
1877,1309180,student@duke.edu
1878,1194391,staff@duke.edu
1879,1162036,affiliate@duke.edu
1880,1324088,student@duke.edu
1881,1249285,student@duke.edu
1882,1261371,student@duke.edu
1883,1095352,student@duke.edu
1884,1043763,student@duke.edu
1885,0124189,faculty@duke.edu
1886,1343087,staff@duke.edu
1887,1045561,staff@duke.edu
1888,1311054,staff@duke.edu
1889,1261884,student@duke.edu
1890,1095965,staff@duke.edu
1891,1237065,student@duke.edu
1892,1200869,student@duke.edu
1893,1260768,student@duke.edu
1894,1269744,student@duke.edu
1895,1034734,student@duke.edu
1896,1288038,student@duke.edu
1897,1338321,staff@duke.edu
1898,0675288,staff@duke.edu
1899,1337990,staff@duke.edu
1900,1068016,student@duke.edu
1901,1233633,student@duke.edu
1902,1187027,staff@duke.edu
1903,1316099,student@duke.edu
1904,1303833,student@duke.edu
1905,1258781,staff@duke.edu
1906,1280329,student@duke.edu
1907,0798453,staff@duke.edu
1908,1233397,staff@duke.edu
1909,0674921,student@duke.edu
1910,1295994,student@duke.edu
1911,1013553,student@duke.edu
1912,1294327,student@duke.edu
1913,1240636,staff@duke.edu
1914,1272739,student@duke.edu
1915,0714236,alumni@duke.edu
1916,1255908,student@duke.edu
1917,1023245,alumni@duke.edu
1918,1052741,faculty@duke.edu
1919,1119828,student@duke.edu
1920,1010831,student@duke.edu
1921,1175170,student@duke.edu
1922,1236109,student@duke.edu
1923,1116348,student@duke.edu
1924,1272968,student@duke.edu
1925,1289051,staff@duke.edu
1926,1261495,student@duke.edu
1927,0912718,alumni@duke.edu
1928,1297082,student@duke.edu
1929,1301589,student@duke.edu
1930,1342304,staff@duke.edu
1931,1111595,student@duke.edu
1932,1258720,staff@duke.edu
1933,1286772,student@duke.edu
1934,1099472,student@duke.edu
1935,1310904,student@duke.edu
1936,1314928,student@duke.edu
1937,0806257,student@duke.edu
1938,1178998,student@duke.edu
1939,0414450,staff@duke.edu
1940,0703504,staff@duke.edu
1941,1317814,student@duke.edu
1942,1167127,staff@duke.edu
1943,0675756,staff@duke.edu
1944,1323096,student@duke.edu
1945,0309017,faculty@duke.edu
1946,1316475,student@duke.edu
1947,1292375,student@duke.edu
1948,1078774,student@duke.edu
1949,1292883,student@duke.edu
1950,1292844,student@duke.edu
1951,1319182,student@duke.edu
1952,1174255,staff@duke.edu
1953,1180106,staff@duke.edu
1954,1117751,staff@duke.edu
1955,1096040,student@duke.edu
1956,1269812,student@duke.edu
1957,1292885,student@duke.edu
1958,1253769,staff@duke.edu
1959,1296822,student@duke.edu
1960,1316989,student@duke.edu
1961,1294819,student@duke.edu
1962,1161961,student@duke.edu
1963,1002256,student@duke.edu
1964,1294058,student@duke.edu
1965,0828076,alumni@duke.edu
1966,1112260,student@duke.edu
1967,1101782,staff@duke.edu
1968,1232695,staff@duke.edu
1969,1291160,student@duke.edu
1970,1324256,student@duke.edu
1971,1270683,student@duke.edu
1972,1081642,student@duke.edu
1973,1279217,student@duke.edu
1974,1180186,student@duke.edu
1975,1182797,student@duke.edu
1976,1344522,affiliate@duke.edu
1977,1344566,affiliate@duke.edu
1978,1161926,student@duke.edu
1979,1170362,staff@duke.edu
1980,1085623,student@duke.edu
1981,0961820,student@duke.edu
1982,0809044,staff@duke.edu
1983,1323235,student@duke.edu
1984,1293613,student@duke.edu
1985,1197367,staff@duke.edu
1986,0955947,alumni@duke.edu
1987,1343910,staff@duke.edu
1988,0885761,affiliate@duke.edu
1989,0806926,student@duke.edu
1990,0645793,student@duke.edu
1991,0933461,student@duke.edu
1992,0587047,staff@duke.edu
1993,0823456,staff@duke.edu
1994,1239202,staff@duke.edu
1995,0902655,staff@duke.edu
1996,0990855,alumni@duke.edu
1997,1240653,staff@duke.edu
1998,1170142,student@duke.edu
1999,1291474,student@duke.edu
2000,1268705,student@duke.edu
2001,1347858,faculty@duke.edu
2002,0824499,alumni@duke.edu
2003,0670991,alumni@duke.edu
2004,0841312,staff@duke.edu
2005,1309853,student@duke.edu
2006,0807181,staff@duke.edu
2007,1303126,student@duke.edu
2008,1020956,student@duke.edu
2009,1023277,student@duke.edu
2010,1085259,student@duke.edu
2011,0996961,alumni@duke.edu
2012,1232904,student@duke.edu
2013,1273149,student@duke.edu
2014,1114375,student@duke.edu
2015,1111402,staff@duke.edu
2016,0812584,affiliate@duke.edu
2017,1340705,student@duke.edu
2018,1296088,student@duke.edu
2019,1308399,student@duke.edu
2020,1305753,student@duke.edu
2021,1257664,student@duke.edu
2022,1320822,student@duke.edu
2023,1285789,student@duke.edu
2024,0965489,staff@duke.edu
2025,1235986,student@duke.edu
2026,1200352,student@duke.edu
2027,1205796,student@duke.edu
2028,1267714,student@duke.edu
2029,1014891,student@duke.edu
2030,1201888,staff@duke.edu
2031,1281269,student@duke.edu
2032,1207973,student@duke.edu
2033,1114281,affiliate@duke.edu
2034,1086499,affiliate@duke.edu
2035,1275116,student@duke.edu
2036,1264402,student@duke.edu
2037,1000122820,staff@duke.edu
2038,1097883,student@duke.edu
2039,1167749,staff@duke.edu
2040,1077614,staff@duke.edu
2041,1073500,student@duke.edu
2042,1091896,student@duke.edu
2043,1091903,student@duke.edu
2044,1264879,student@duke.edu
2045,1120686,staff@duke.edu
2046,1292848,student@duke.edu
2047,1193916,student@duke.edu
2048,0170509,staff@duke.edu
2049,1190689,student@duke.edu
2050,1001430,student@duke.edu
2051,1161858,affiliate@duke.edu
2052,1097553,student@duke.edu
2053,1012412,student@duke.edu
2054,1313559,student@duke.edu
2055,1214271,student@duke.edu
2056,1172606,student@duke.edu
2057,1255098,student@duke.edu
2058,0766516,staff@duke.edu
2059,0804861,faculty@duke.edu
2060,1235306,student@duke.edu
2061,1326467,staff@duke.edu
2062,1022423,staff@duke.edu
2063,1192197,staff@duke.edu
2064,1335263,staff@duke.edu
2065,1171164,student@duke.edu
2066,1313714,student@duke.edu
2067,1225465,student@duke.edu
2068,1329022,affiliate@duke.edu
2069,1313753,student@duke.edu
2070,1313718,student@duke.edu
2071,1119037,student@duke.edu
2072,1286976,student@duke.edu
2073,0820487,staff@duke.edu
2074,1291180,student@duke.edu
2075,1345902,staff@duke.edu
2076,1348707,staff@duke.edu
2077,1196386,student@duke.edu
2078,1348583,staff@duke.edu
2079,1296382,student@duke.edu
2080,1319329,student@duke.edu
2081,1320005,staff@duke.edu
2082,1227442,student@duke.edu
2083,1120409,student@duke.edu
2084,1088670,student@duke.edu
2085,1259901,student@duke.edu
2086,1285419,student@duke.edu
2087,0729961,staff@duke.edu
2088,0956152,student@duke.edu
2089,1228629,staff@duke.edu
2090,1201893,staff@duke.edu
2091,1291146,student@duke.edu
2092,1197371,student@duke.edu
2093,1057366,staff@duke.edu
2094,0951288,alumni@duke.edu
2095,1199739,student@duke.edu
2096,1187015,staff@duke.edu
2097,0750777,alumni@duke.edu
2098,0885087,staff@duke.edu
2099,0841883,alumni@duke.edu
2100,1203535,student@duke.edu
2101,0271264,staff@duke.edu
2102,0319122,staff@duke.edu
2103,1300790,student@duke.edu
2104,0697904,staff@duke.edu
2105,0720367,student@duke.edu
2106,1199037,staff@duke.edu
2107,1130200,faculty@duke.edu
2108,0685044,staff@duke.edu
2109,1268408,student@duke.edu
2110,1346925,staff@duke.edu
2111,1324263,student
2112,1222957,student@duke.edu
2113,0512326,faculty@duke.edu
2114,1015249,student@duke.edu
2115,0965855,student@duke.edu
2116,1270341,student@duke.edu
2117,1111557,student@duke.edu
2118,1097525,student@duke.edu
2119,1023291,staff@duke.edu
2120,1317086,student@duke.edu
2121,1322867,student@duke.edu
2122,1182505,student@duke.edu
2123,1247046,student@duke.edu
2124,0454779,faculty@duke.edu
2125,1292866,student@duke.edu
2126,0627779,student@duke.edu
2127,1287049,staff@duke.edu
2128,0445981,staff@duke.edu
2129,0837621,student@duke.edu
2130,0735637,alumni@duke.edu
2131,0837809,staff@duke.edu
2132,1317866,student@duke.edu
2133,1272038,staff@duke.edu
2134,1065438,student@duke.edu
2135,1281451,student@duke.edu
2136,1263146,student@duke.edu
2137,1041569,student@duke.edu
2138,1328990,student@duke.edu
2139,1313789,student@duke.edu
2140,1077125,student@duke.edu
2141,1104633,student@duke.edu
2142,1065926,student@duke.edu
2143,0659306,student@duke.edu
2144,1097536,student@duke.edu
2145,1023266,staff@duke.edu
2146,1120298,student@duke.edu
2147,1045850,student@duke.edu
2148,1191146,student@duke.edu
2149,1202207,staff@duke.edu
2150,1328991,student@duke.edu
2151,1077038,student@duke.edu
2152,1019078,student@duke.edu
2153,1328995,student@duke.edu
2154,1319044,student@duke.edu
2155,0871818,student@duke.edu
2156,1294092,student@duke.edu
2157,0671840,faculty@duke.edu
2158,1161878,affiliate@duke.edu
2159,1323253,student@duke.edu
2160,1322909,student@duke.edu
2161,1161993,student@duke.edu
2162,1161841,affiliate@duke.edu
2163,1042758,staff@duke.edu
2164,1322422,student@duke.edu
2165,1108365,staff@duke.edu
2166,1320912,student@duke.edu
2167,1322721,student@duke.edu
2168,1004839,student@duke.edu
2169,1161940,affiliate@duke.edu
2170,1041309,student@duke.edu
2171,1306832,student@duke.edu
2172,0269600,staff@duke.edu
2173,1318136,student@duke.edu
2174,1041755,student@duke.edu
2175,1200357,affiliate@duke.edu
2176,1093836,student@duke.edu
2177,1320483,student@duke.edu
2178,1078097,student@duke.edu
2179,0970427,student@duke.edu
2180,1288115,staff@duke.edu
2181,1285445,staff@duke.edu
2182,1270116,affiliate@duke.edu
2183,1162063,affiliate@duke.edu
2184,1019752,staff@duke.edu
2185,1280420,student@duke.edu
2186,1187404,student@duke.edu
2187,1024162,student@duke.edu
2188,1294845,student@duke.edu
2189,1247352,student@duke.edu
2190,1316930,student@duke.edu
2191,1302357,staff@duke.edu
2192,1319214,staff@duke.edu
2193,1294076,staff@duke.edu
2194,0840653,staff@duke.edu
2195,1226663,student@duke.edu
2196,1298524,student@duke.edu
2197,0644963,staff@duke.edu
2198,1038591,student@duke.edu
2199,1041727,staff@duke.edu
2200,0904936,student@duke.edu
2201,1319224,student@duke.edu
2202,1320456,student@duke.edu
2203,1321447,student@duke.edu
2204,1334223,staff@duke.edu
2205,1096603,student@duke.edu
2206,1003838,student@duke.edu
2207,1164423,student@duke.edu
2208,0616663,student@duke.edu
2209,1233348,student@duke.edu
2210,1322720,student@duke.edu
2211,0446072,staff@duke.edu
2212,1337721,staff@duke.edu
2213,1260111,student@duke.edu
2214,1287308,student@duke.edu
2215,1042958,student@duke.edu
2216,1041011,staff@duke.edu
2217,1228561,staff@duke.edu
2218,1093868,student@duke.edu
2219,1298200,staff@duke.edu
2220,1312935,staff@duke.edu
2221,1306482,student@duke.edu
2222,1037769,student@duke.edu
2223,0771941,staff@duke.edu
2224,1237050,student@duke.edu
2225,0746249,staff@duke.edu
2226,1281969,staff@duke.edu
2227,1181476,staff@duke.edu
2228,1219060,staff@duke.edu
2229,1294087,student@duke.edu
2230,1292403,staff@duke.edu
2231,1118245,student@duke.edu
2232,1043683,student@duke.edu
2233,1117856,student@duke.edu
2234,0939486,staff@duke.edu
2235,1296417,student@duke.edu
2236,1274755,student@duke.edu
2237,0427961,staff@duke.edu
2238,1271192,student@duke.edu
2239,1042432,student@duke.edu
2240,1202415,staff@duke.edu
2241,0757350,staff@duke.edu
2242,0797189,student@duke.edu
2243,1317983,student@duke.edu
2244,1113126,student@duke.edu
2245,1352954,staff@duke.edu
2246,1322039,student@duke.edu
2247,0995380,staff@duke.edu
2248,0740730,student@duke.edu
2249,1342496,staff@duke.edu
2250,1185506,student@duke.edu
2251,0978333,student@duke.edu
2252,0776566,student@duke.edu
2253,1002931,staff@duke.edu
2254,1287073,student@duke.edu
2255,0583225,staff@duke.edu
2256,0720277,student@duke.edu
2257,1322058,student@duke.edu
2258,1081455,student@duke.edu
2259,0612487,faculty@duke.edu
2260,1063012,student@duke.edu
2261,1162070,student@duke.edu
2262,1309850,student@duke.edu
2263,0922826,student@duke.edu
2264,1262107,student@duke.edu
2265,1123233,student@duke.edu
2266,1312508,student@duke.edu
2267,1279201,student@duke.edu
2268,1022795,staff@duke.edu
2269,1320599,student@duke.edu
2270,0934366,alumni@duke.edu
2271,1305715,staff@duke.edu
2272,1287852,student@duke.edu
2273,0839169,student@duke.edu
2274,1277421,student@duke.edu
2275,1016645,student@duke.edu
2276,1325376,student@duke.edu
2277,1201443,student@duke.edu
2278,0382447,staff@duke.edu
2279,0950277,student@duke.edu
2280,1161196,student@duke.edu
2281,1187908,student
2282,1283992,staff@duke.edu
2283,1232609,student@duke.edu
2284,1319764,student@duke.edu
2285,1093848,student@duke.edu
2286,0919757,staff@duke.edu
2287,1160629,student@duke.edu
2288,1228966,student@duke.edu
2289,0918840,staff@duke.edu
2290,1161911,affiliate@duke.edu
2291,1193864,staff@duke.edu
2292,0948293,student@duke.edu
2293,0630325,staff@duke.edu
2294,0732143,staff@duke.edu
2295,0716922,staff@duke.edu
2296,0104124,alumni@duke.edu
2297,1302905,staff@duke.edu
2298,0490159,faculty@duke.edu
2299,1285472,student@duke.edu
2300,1313522,student@duke.edu
2301,0877838,staff@duke.edu
2302,1313686,student@duke.edu
2303,0331418,staff@duke.edu
2304,0005642,alumni@duke.edu
2305,0717330,student@duke.edu
2306,1297220,staff@duke.edu
2307,1313731,student@duke.edu
2308,1028183,student@duke.edu
2309,0472042,staff@duke.edu
2310,0669529,staff@duke.edu
2311,0946978,staff@duke.edu
2312,0485983,staff@duke.edu
2313,0730449,staff@duke.edu
2314,1243870,staff@duke.edu
2315,1176392,staff@duke.edu
2316,1284158,staff@duke.edu
2317,0978642,student@duke.edu
2318,1187511,staff@duke.edu
2319,0997841,staff@duke.edu
2320,1205219,student@duke.edu
2321,1071833,staff@duke.edu
2322,1162942,staff@duke.edu
2323,1298855,student@duke.edu
2324,1293535,student@duke.edu
2325,1023715,student@duke.edu
2326,1184055,student@duke.edu
2327,1275885,student@duke.edu
2328,0707492,staff@duke.edu
2329,1092958,staff@duke.edu
2330,1319381,staff@duke.edu
2331,1306224,student@duke.edu
2332,1282909,student@duke.edu
2333,1302329,student@duke.edu
2334,1310740,student@duke.edu
2335,0242684,staff@duke.edu
2336,0852592,alumni@duke.edu
2337,1340363,staff@duke.edu
2338,1022772,student@duke.edu
2339,1195408,staff@duke.edu
2340,0938744,student@duke.edu
2341,1038883,staff@duke.edu
2342,1021629,student@duke.edu
2343,1041542,student@duke.edu
2344,0859839,staff@duke.edu
2345,1332577,faculty@duke.edu
2346,1270231,student@duke.edu
2347,1270058,student@duke.edu
2348,1097508,student@duke.edu
2349,1113446,student@duke.edu
2350,1316999,student@duke.edu
2351,1243290,student@duke.edu
2352,1311589,student@duke.edu
2353,1321454,student@duke.edu
2354,1334847,staff@duke.edu
2355,1021037,student@duke.edu
2356,0913760,staff@duke.edu
2357,1294473,staff@duke.edu
2358,1119358,staff@duke.edu
2359,1321410,student@duke.edu
2360,1264244,staff@duke.edu
2361,1233651,student@duke.edu
2362,1285115,student@duke.edu
2363,0950542,student@duke.edu
2364,1321004,student@duke.edu
2365,1271912,student@duke.edu
2366,1292857,student@duke.edu
2367,1313780,student@duke.edu
2368,1320492,student@duke.edu
2369,1323981,student@duke.edu
2370,1266131,student@duke.edu
2371,1021518,student@duke.edu
2372,0936686,affiliate@duke.edu
2373,1045590,student@duke.edu
2374,0967161,student@duke.edu
2375,1021578,staff@duke.edu
2376,0915996,affiliate@duke.edu
2377,1346899,affiliate@duke.edu
2378,0585201,staff@duke.edu
2379,1337340,staff@duke.edu
2380,1272050,staff@duke.edu
2381,1271348,student@duke.edu
2382,1208803,staff@duke.edu
2383,1187020,student@duke.edu
2384,1179590,student@duke.edu
2385,1291132,student@duke.edu
2386,1169528,student@duke.edu
2387,1278017,student@duke.edu
2388,0933575,staff@duke.edu
2389,0269456,staff@duke.edu
2390,1227248,student
2391,1299182,student@duke.edu
2392,1226612,staff@duke.edu
2393,1173679,staff@duke.edu
2394,1023712,staff@duke.edu
2395,0823816,alumni@duke.edu
2396,1313638,student@duke.edu
2397,1078175,staff@duke.edu
2398,1037392,staff@duke.edu
2399,0267475,faculty@duke.edu
2400,0622076,staff@duke.edu
2401,0638770,affiliate@duke.edu
2402,1323144,student@duke.edu
2403,1168640,staff@duke.edu
2404,1241905,student@duke.edu
2405,1300596,student@duke.edu
2406,0053010,alumni@duke.edu
2407,0598913,faculty@duke.edu
2408,1044666,staff@duke.edu
2409,0975974,student@duke.edu
2410,0912799,staff@duke.edu
2411,1161917,affiliate@duke.edu
2412,1174600,student@duke.edu
2413,1288725,staff@duke.edu
2414,1273032,student@duke.edu
2415,1322010,student@duke.edu
2416,1162023,affiliate@duke.edu
2417,0332020,staff@duke.edu
2418,0949070,student@duke.edu
2419,1323461,student@duke.edu
2420,0635185,staff@duke.edu
2421,1021026,student@duke.edu
2422,0593584,alumni@duke.edu
2423,1172683,student@duke.edu
2424,1023726,staff@duke.edu
2425,0232591,alumni@duke.edu
2426,1264620,student@duke.edu
2427,0877057,student@duke.edu
2428,0811094,student@duke.edu
2429,1295694,student@duke.edu
2430,0488379,staff@duke.edu
2431,0227376,student@duke.edu
2432,0968233,staff@duke.edu
2433,1213902,student@duke.edu
2434,1018392,staff@duke.edu
2435,0636297,staff@duke.edu
2436,0514656,staff@duke.edu
2437,0995125,student@duke.edu
2438,1331345,student@duke.edu
2439,1251975,affiliate@duke.edu
2440,1189153,staff@duke.edu
2441,1007008,staff@duke.edu
2442,0496673,staff@duke.edu
2443,1276047,student@duke.edu
2444,0350591,alumni@duke.edu
2445,0436610,faculty
2446,1275833,student@duke.edu
2447,1023756,student@duke.edu
2448,1271352,student@duke.edu
2449,1042373,staff@duke.edu
2450,0962644,student
2451,1310473,student@duke.edu
2452,1040775,staff@duke.edu
2453,1196317,staff@duke.edu
2454,1213397,staff@duke.edu
2455,1288471,staff@duke.edu
2456,1297169,student@duke.edu
2457,1268328,student@duke.edu
2458,1302332,student@duke.edu
2459,1265981,staff@duke.edu
2460,1126408,staff@duke.edu
2461,1269755,student@duke.edu
2462,1309038,staff@duke.edu
2463,1303901,staff@duke.edu
2464,0952735,student@duke.edu
2465,1218072,student@duke.edu
2466,1360899,affiliate@duke.edu
2467,0405683,faculty@duke.edu
2468,1351535,staff@duke.edu
2469,1097880,staff@duke.edu
2470,0560546,staff@duke.edu
2471,0641169,student@duke.edu
2472,0774571,staff@duke.edu
2473,0502386,staff@duke.edu
2474,1301702,staff@duke.edu
2475,1091907,staff@duke.edu
2476,1241456,staff@duke.edu
2477,1304590,staff@duke.edu
2478,0980579,faculty@duke.edu
2479,0964872,student@duke.edu
2480,0942188,student@duke.edu
2481,1095359,staff@duke.edu
2482,1289690,staff@duke.edu
2483,1092443,staff@duke.edu
2484,1194515,staff@duke.edu
2485,1116780,student@duke.edu
2486,1095370,staff@duke.edu
2487,0799060,student@duke.edu
2488,1239467,staff@duke.edu
2489,1042462,staff@duke.edu
2490,1018993,student@duke.edu
2491,1098340,alumni@duke.edu
2492,1260684,student@duke.edu
2493,1328063,staff@duke.edu
2494,1290350,staff@duke.edu
2495,0811613,staff@duke.edu
2496,1211106,staff@duke.edu
2497,0851324,student@duke.edu
2498,0490472,faculty@duke.edu
2499,0930712,staff@duke.edu
2500,1270042,staff@duke.edu
2501,1234849,student@duke.edu
2502,1064492,staff@duke.edu
2503,1293888,student@duke.edu
2504,1105118,student@duke.edu
2505,1282198,student@duke.edu
2506,1297498,student@duke.edu
2507,1241712,student@duke.edu
2508,1042831,staff@duke.edu
2509,1324628,student@duke.edu
2510,1046059,staff@duke.edu
2511,1045541,staff@duke.edu
2512,1302019,student@duke.edu
2513,1233962,student@duke.edu
2514,1045318,staff@duke.edu
2515,1340810,staff@duke.edu
2516,1252211,staff@duke.edu
2517,1329933,staff@duke.edu
2518,0551859,staff@duke.edu
2519,0905309,faculty@duke.edu
2520,1069952,student@duke.edu
2521,1037303,staff@duke.edu
2522,1125761,faculty@duke.edu
2523,0900121,student@duke.edu
2524,1203623,staff@duke.edu
2525,1040769,student@duke.edu
2526,1324113,student@duke.edu
2527,1042119,student@duke.edu
2528,1072747,staff@duke.edu
2529,0952262,staff@duke.edu
2530,1104808,staff@duke.edu
2531,1297058,affiliate@duke.edu
2532,0925225,staff@duke.edu
2533,1294833,student@duke.edu
2534,1304380,student@duke.edu
2535,1335715,student@duke.edu
2536,1183781,staff@duke.edu
2537,1335902,student@duke.edu
2538,1286717,student@duke.edu
2539,1169800,staff@duke.edu
2540,0894577,student@duke.edu
2541,1310676,student@duke.edu
2542,1271226,staff@duke.edu
2543,1294070,student@duke.edu
2544,1119335,staff@duke.edu
2545,1041804,student@duke.edu
2546,1000756,staff@duke.edu
2547,0633912,staff@duke.edu
2548,1019115,staff@duke.edu
2549,1230766,student@duke.edu
2550,1293572,student@duke.edu
2551,1306551,student@duke.edu
2552,1239153,faculty@duke.edu
2553,0980095,student@duke.edu
2554,0109197,staff@duke.edu
2555,0789316,alumni@duke.edu
2556,0565110,alumni@duke.edu
2557,0199984,faculty@duke.edu
2558,0604247,staff@duke.edu
2559,0297832,faculty@duke.edu
2560,1251228,faculty@duke.edu
2561,1291317,student@duke.edu
2562,1281259,student@duke.edu
2563,1283488,student@duke.edu
2564,1205562,student@duke.edu
2565,1267199,student@duke.edu
2566,1190108,student@duke.edu
2567,1318979,student@duke.edu
2568,0234282,faculty@duke.edu
2569,0205348,staff@duke.edu
2570,1299162,student@duke.edu
2571,1200585,affiliate@duke.edu
2572,1275460,student@duke.edu
2573,1296485,student@duke.edu
2574,1190335,student@duke.edu
2575,0477517,alumni@duke.edu
2576,0904400,staff@duke.edu
2577,1238951,student@duke.edu
2578,0201165,faculty@duke.edu
2579,0852919,student@duke.edu
2580,0011927,alumni@duke.edu
2581,1368821,staff@duke.edu
2582,0833570,student@duke.edu
2583,1294065,student@duke.edu
2584,0084155,staff@duke.edu
2585,0624778,staff@duke.edu
2586,0008708,alumni@duke.edu
2587,1201831,student@duke.edu
2588,1196341,staff@duke.edu
2589,0351145,staff@duke.edu
2590,1263945,student@duke.edu
2591,0105417,staff@duke.edu
2592,0377821,faculty@duke.edu
2593,1266230,student@duke.edu
2594,1323304,student@duke.edu
2595,0565196,faculty@duke.edu
2596,1294811,student@duke.edu
2597,1278016,student@duke.edu
2598,1266121,student@duke.edu
2599,1184207,student@duke.edu
2600,1266130,student@duke.edu
2601,0764908,student@duke.edu
2602,1327377,student@duke.edu
2603,0933425,student@duke.edu
2604,1200435,student@duke.edu
2605,1233870,student@duke.edu
2606,1196335,student@duke.edu
2607,0610685,faculty
2608,1215253,student@duke.edu
2609,0227803,alumni@duke.edu
2610,1270280,student@duke.edu
2611,1275988,student@duke.edu
2612,0485878,faculty@duke.edu
2613,1242599,student@duke.edu
2614,1200346,student@duke.edu
2615,1315776,student@duke.edu
2616,1335070,staff@duke.edu
2617,1276994,student@duke.edu
2618,0714583,student@duke.edu
2619,1294059,student@duke.edu
2620,1211853,staff@duke.edu
2621,1214042,student@duke.edu
2622,1216136,student@duke.edu
2623,0487396,staff@duke.edu
2624,0726802,alumni@duke.edu
2625,1317152,student@duke.edu
2626,0723999,staff@duke.edu
2627,1367874,staff@duke.edu
2628,0763778,alumni@duke.edu
2629,1300932,student@duke.edu
2630,1243501,staff@duke.edu
2631,1003357,student@duke.edu
2632,0629425,faculty@duke.edu
2633,1077804,student@duke.edu
2634,1205228,student@duke.edu
2635,0332252,staff@duke.edu
2636,1081009,student@duke.edu
2637,1294052,student@duke.edu
2638,1296962,student@duke.edu
2639,1274682,student@duke.edu
2640,1232399,student@duke.edu
2641,0745378,student@duke.edu
2642,1328999,student@duke.edu
2643,1297174,staff@duke.edu
2644,0793513,staff@duke.edu
2645,1162068,student@duke.edu
2646,1324695,staff@duke.edu
2647,0978346,student@duke.edu
2648,1233099,student@duke.edu
2649,1319550,student@duke.edu
2650,0918821,staff@duke.edu
2651,1241544,staff@duke.edu
2652,1294842,student@duke.edu
2653,0844149,staff@duke.edu
2654,1313910,staff@duke.edu
2655,0767242,alumni@duke.edu
